CANNOT chose from супоръ	 to 	супои, сугръ	 distance == 2
CANNOT chose from выврещи	 to 	взврѣщи, вврѣщи	 distance == 1
CANNOT chose from прѣтити	 to 	срѣтити, прѣдити	 distance == 1
CANNOT chose from самара	 to 	навара, сарра, смага, самария, сахаръ, комара, сатана	 distance == 2
CANNOT chose from раждигати	 to 	разжигати, зажигати	 distance == 2
CANNOT chose from стрѣжевъ	 to 	стрежень, стрешневъ	 distance == 2
CANNOT chose from безводие	 to 	безвѣрие, бездждие, безлобие	 distance == 2
CANNOT chose from поповъ	 to 	пословъ, лотовъ	 distance == 2
CANNOT chose from иона	 to 	гиона, хиона, икона	 distance == 1
CANNOT chose from полати	 to 	палати, полоти	 distance == 1
CANNOT chose from удица	 to 	рудица, утица, улица	 distance == 1
CANNOT chose from повинникъ	 to 	пошлинникъ, полонникъ, подвижникъ, повозникъ	 distance == 2
CANNOT chose from славий	 to 	славлий, флавий	 distance == 1
CANNOT chose from потечение	 to 	потчение, поточение	 distance == 1
CANNOT chose from срещи	 to 	рещи, врещи, сѣщи, сжещи, брещи	 distance == 1
CANNOT chose from избѣжение	 to 	извѣщение, измѣнение	 distance == 2
CANNOT chose from свѣиский	 to 	тверский, воиский, селский, сѣверский	 distance == 2
CANNOT chose from безвѣстный	 to 	безвѣрный, бесчестный	 distance == 2
CANNOT chose from полова	 to 	голова, полота	 distance == 1
CANNOT chose from ламский	 to 	вамский, лазский	 distance == 1
CANNOT chose from потапляти	 to 	поставляти, покрапляти, попаляти	 distance == 2
CANNOT chose from сравный	 to 	срамный, равный, славный	 distance == 1
CANNOT chose from сирвидъ	 to 	сновидъ, сиринъ	 distance == 2
CANNOT chose from очерести	 to 	обрѣсти, отврѣсти, очервити	 distance == 2
CANNOT chose from введение	 to 	велѣние, взвѣщение, наведение, видѣние, обѣдение, невѣдѣние, снѣдение, отѣдение, сѣдѣние, свѣтѣние	 distance == 2
CANNOT chose from баснь	 to 	башня, часть, казнь, дань, пѣснь, брань, баня	 distance == 2
CANNOT chose from изотяти	 to 	изяти, измяти	 distance == 2
CANNOT chose from варязи	 to 	варя, варягъ	 distance == 2
CANNOT chose from комата	 to 	комната, комара	 distance == 1
CANNOT chose from скрания	 to 	сбрание, срание, сардания, скамия	 distance == 2
CANNOT chose from вшити	 to 	сшити, впити, взити, вити	 distance == 1
CANNOT chose from лодийный	 to 	ролийный, копийный	 distance == 2
CANNOT chose from меншица	 to 	зѣница, сѣнница, денница	 distance == 2
CANNOT chose from наѣздъ	 to 	наузъ, поѣздъ, нарядъ, народъ, насадъ	 distance == 2
CANNOT chose from чернило	 to 	черница, мѣрило	 distance == 2
CANNOT chose from нѣмъ	 to 	яневъ, нѣмый, ноевъ	 distance == 2
CANNOT chose from малихъ	 to 	мнихъ, малокъ, малъ, маринъ, меликъ, малчикъ	 distance == 2
CANNOT chose from уротити	 to 	укротити, уронити	 distance == 1
CANNOT chose from ращисти	 to 	тащити, рачити, разити, радити, расѣсти, ратити, расти	 distance == 2
CANNOT chose from яволодъ	 to 	голодъ, волокъ, солодъ, волохъ, волосъ	 distance == 2
CANNOT chose from побѣживати	 to 	побѣждати, побѣжати, побивати	 distance == 2
CANNOT chose from издразити	 to 	здравити, излазити	 distance == 2
CANNOT chose from силець	 to 	палець, селедь, сидѣлець, писець, талець, ссець, сѣчець	 distance == 2
CANNOT chose from хотрия	 to 	дория, локрия	 distance == 2
CANNOT chose from титла	 to 	сила, тиуна, татба, жила, тигра, висла, метла, литва, литра, нитка	 distance == 2
CANNOT chose from измолити	 to 	изволити, измочити	 distance == 1
CANNOT chose from просѣщи	 to 	посѣщи, просѣчи	 distance == 1
CANNOT chose from городелъ	 to 	городъ, городокъ, городець	 distance == 2
CANNOT chose from пригарати	 to 	пригнати, приварити, придавати, причащати, приказати, прибрати, припадати, прибирати, призирати, припарити, пригожати	 distance == 2
CANNOT chose from поповый	 to 	соковый, готовый, годовый	 distance == 2
CANNOT chose from выѣздити	 to 	выѣждати, поѣздити, выѣзжати, врѣдити, ѣздити, высадити, обездити, выходити	 distance == 2
CANNOT chose from привища	 to 	пригрща, прививка	 distance == 2
CANNOT chose from анафанъ	 to 	сарафанъ, агафонъ	 distance == 2
CANNOT chose from платище	 to 	платице, платие	 distance == 1
CANNOT chose from врежати	 to 	дрожати, ржати	 distance == 2
CANNOT chose from рослати	 to 	послати, сослати	 distance == 1
CANNOT chose from жалати	 to 	жалити, желати	 distance == 1
CANNOT chose from силва	 to 	сила, силка	 distance == 1
CANNOT chose from чуждь	 to 	ужь, чужий	 distance == 2
CANNOT chose from загородець	 to 	огородець, городець	 distance == 2
CANNOT chose from изварити	 to 	изжарити, взварити	 distance == 1
CANNOT chose from котянь	 to 	комонь, корень, конь, кознь	 distance == 2
CANNOT chose from грезнъ	 to 	грекъ, гречинъ, грѣхъ, рѣзъ	 distance == 2
CANNOT chose from вписание	 to 	писание, списание	 distance == 1
CANNOT chose from сѣхати	 to 	вѣхати, ѣхати	 distance == 1
CANNOT chose from нищь	 to 	синь, нищий, нашь	 distance == 2
CANNOT chose from погрязати	 to 	погрузити, повязати, порѣзати, погрязнути, погружати, погребати	 distance == 2
CANNOT chose from синатовъ	 to 	пилатовъ, симановъ	 distance == 2
CANNOT chose from сумъ	 to 	сума, симъ	 distance == 1
CANNOT chose from поспѣвати	 to 	вспѣвати, успѣвати	 distance == 2
CANNOT chose from прерѣзати	 to 	прорѣзати, перерѣзати	 distance == 1
CANNOT chose from отравити	 to 	отрадити, оправити, отправити	 distance == 1
CANNOT chose from иопий	 to 	иулий, копие, фотий, осий, мокий	 distance == 2
CANNOT chose from потыкание	 to 	прѣтыкание, потщание	 distance == 2
CANNOT chose from дослати	 to 	послати, достати, сослати	 distance == 1
CANNOT chose from сольникъ	 to 	сотникъ, сокольникъ, росольникъ	 distance == 2
CANNOT chose from строкъ	 to 	отрокъ, стропъ, срокъ	 distance == 1
CANNOT chose from лохть	 to 	лесть, ловоть, лотъ	 distance == 2
